,t_split,fst,seg1,seg2,tajima1,tajima2,pi1,pi2
277,5009.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
278,4877.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
279,5132.0,0.2567248533566179,0.402,0.129,0.402,0.129,0.08226060606060606,0.020680404040404044
280,1252.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
281,2805.0,0.08451770682645987,0.441,0.225,0.441,0.225,0.08590444444444437,0.059988888888888876
282,1015.0,0.029495749788047143,0.476,0.291,0.476,0.291,0.09600565656565666,0.08089777777777772
283,7644.0,0.2590823219419792,0.389,0.161,0.389,0.161,0.09612101010101012,0.023621818181818206
284,6536.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
285,5400.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
286,7189.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
287,6169.0,0.22281145181017048,0.416,0.145,0.416,0.145,0.09517898989898983,0.021094141414141416
288,1692.0,0.029063664569920933,0.467,0.325,0.467,0.325,0.09457373737373724,0.08977575757575768
289,5663.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
290,5775.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
291,1387.0,0.02627578200125058,0.445,0.292,0.445,0.292,0.08642363636363638,0.08027414141414141
292,7824.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
293,4711.0,0.23833885564496549,0.385,0.124,0.385,0.124,0.0795408080808081,0.017894141414141397
294,5031.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
295,1019.0,0.029495749788047143,0.476,0.291,0.476,0.291,0.09600565656565666,0.08089777777777772
296,5151.0,0.2567248533566179,0.402,0.129,0.402,0.129,0.08226060606060606,0.020680404040404044
297,1015.0,0.029495749788047143,0.476,0.291,0.476,0.291,0.09600565656565666,0.08089777777777772
298,6851.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
299,6909.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
300,5983.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
301,5780.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
302,4590.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
303,3851.0,0.1424724049672893,0.382,0.168,0.382,0.168,0.0784880808080808,0.05365737373737365
304,5025.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
305,6838.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
306,6943.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
307,4444.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
308,5409.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
309,2634.0,0.12179125602379326,0.439,0.225,0.439,0.225,0.0894868686868686,0.04692949494949495
310,7447.0,0.26544957137565894,0.395,0.126,0.395,0.126,0.08599393939393932,0.019206464646464635
311,1210.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
312,7629.0,0.2590823219419792,0.389,0.161,0.389,0.161,0.09612101010101012,0.023621818181818206
313,2071.0,0.07933083498265459,0.399,0.254,0.399,0.254,0.08842929292929293,0.07571434343434348
314,6306.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
315,4558.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
316,3221.0,0.12084103823910364,0.44,0.203,0.44,0.203,0.08198464646464639,0.04827232323232321
317,7983.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
318,5391.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
319,4715.0,0.23833885564496549,0.385,0.124,0.385,0.124,0.0795408080808081,0.017894141414141397
320,3138.0,0.14756511392554017,0.411,0.209,0.411,0.209,0.07619616161616158,0.04620282828282829
321,2869.0,0.08451770682645987,0.441,0.225,0.441,0.225,0.08590444444444437,0.059988888888888876
322,5330.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
323,5460.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
324,6516.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
325,4112.0,0.215038382026849,0.441,0.186,0.441,0.186,0.09565333333333334,0.030047676767676838
326,5940.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
327,1103.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
328,1025.0,0.029495749788047143,0.476,0.291,0.476,0.291,0.09600565656565666,0.08089777777777772
329,4628.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
330,6002.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
331,4277.0,0.24703521452911625,0.4,0.173,0.4,0.173,0.07530080808080812,0.02494707070707075
332,5073.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
333,3752.0,0.13974863055969267,0.428,0.154,0.428,0.154,0.08352727272727273,0.03626424242424248
334,4073.0,0.215038382026849,0.441,0.186,0.441,0.186,0.09565333333333334,0.030047676767676838
335,4880.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
336,2368.0,0.10082777096755724,0.438,0.293,0.438,0.293,0.0887969696969697,0.0648492929292929
337,4437.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
338,4127.0,0.215038382026849,0.441,0.186,0.441,0.186,0.09565333333333334,0.030047676767676838
339,6526.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
340,2205.0,0.10096901206668452,0.423,0.205,0.423,0.205,0.07742949494949498,0.042158383838383814
341,1989.0,0.048354678288047626,0.403,0.239,0.403,0.239,0.08070080808080804,0.06603555555555554
342,6612.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
343,3881.0,0.1424724049672893,0.382,0.168,0.382,0.168,0.0784880808080808,0.05365737373737365
344,5506.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
345,4958.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
346,7289.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
347,2343.0,0.10096901206668452,0.423,0.205,0.423,0.205,0.07742949494949498,0.042158383838383814
348,2467.0,0.10082777096755724,0.438,0.293,0.438,0.293,0.0887969696969697,0.0648492929292929
349,2289.0,0.10096901206668452,0.423,0.205,0.423,0.205,0.07742949494949498,0.042158383838383814
350,7579.0,0.2590823219419792,0.389,0.161,0.389,0.161,0.09612101010101012,0.023621818181818206
351,1058.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
352,3532.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
353,7805.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
354,1637.0,0.015506693787822767,0.436,0.303,0.436,0.303,0.08539757575757574,0.08078767676767681
355,6568.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
356,7020.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
357,5112.0,0.2567248533566179,0.402,0.129,0.402,0.129,0.08226060606060606,0.020680404040404044
358,1574.0,0.015506693787822767,0.436,0.303,0.436,0.303,0.08539757575757574,0.08078767676767681
359,7291.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
360,2269.0,0.10096901206668452,0.423,0.205,0.423,0.205,0.07742949494949498,0.042158383838383814
361,6736.0,0.26570863575181913,0.416,0.133,0.416,0.133,0.08864000000000001,0.02035717171717172
362,6540.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
363,1634.0,0.015506693787822767,0.436,0.303,0.436,0.303,0.08539757575757574,0.08078767676767681
364,3820.0,0.09916222696428845,0.418,0.195,0.418,0.195,0.0849094949494949,0.05307717171717165
365,4574.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
366,4544.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
367,7462.0,0.26544957137565894,0.395,0.126,0.395,0.126,0.08599393939393932,0.019206464646464635
368,2002.0,0.061800203343251314,0.445,0.264,0.445,0.264,0.09367232323232329,0.07601191919191916
369,7143.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
370,7896.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
371,2604.0,0.12179125602379326,0.439,0.225,0.439,0.225,0.0894868686868686,0.04692949494949495
372,6532.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
373,2738.0,0.11380925428612143,0.425,0.207,0.425,0.207,0.08152020202020195,0.05089777777777782
374,2870.0,0.08451770682645987,0.441,0.225,0.441,0.225,0.08590444444444437,0.059988888888888876
375,2806.0,0.08451770682645987,0.441,0.225,0.441,0.225,0.08590444444444437,0.059988888888888876
376,2298.0,0.10096901206668452,0.423,0.205,0.423,0.205,0.07742949494949498,0.042158383838383814
377,6888.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
378,2939.0,0.07580585210041602,0.405,0.206,0.405,0.206,0.07908121212121214,0.055840606060606056
379,2225.0,0.10096901206668452,0.423,0.205,0.423,0.205,0.07742949494949498,0.042158383838383814
380,3863.0,0.1424724049672893,0.382,0.168,0.382,0.168,0.0784880808080808,0.05365737373737365
381,3642.0,0.10542791708543142,0.421,0.183,0.421,0.183,0.08849232323232321,0.04775272727272727
382,7629.0,0.2590823219419792,0.389,0.161,0.389,0.161,0.09612101010101012,0.023621818181818206
383,4850.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
384,4342.0,0.24480370661229123,0.391,0.121,0.391,0.121,0.07020888888888893,0.01770666666666667
385,1008.0,0.029495749788047143,0.476,0.291,0.476,0.291,0.09600565656565666,0.08089777777777772
386,6032.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
387,5532.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
388,2029.0,0.05590532133640291,0.457,0.267,0.457,0.267,0.08938989898989887,0.0715113131313132
389,6346.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
390,2182.0,0.10096901206668452,0.423,0.205,0.423,0.205,0.07742949494949498,0.042158383838383814
391,4529.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
392,4233.0,0.24703521452911625,0.4,0.173,0.4,0.173,0.07530080808080812,0.02494707070707075
393,1473.0,0.03235165761306624,0.442,0.294,0.442,0.294,0.09065111111111111,0.07987818181818182
394,3937.0,0.1424724049672893,0.382,0.168,0.382,0.168,0.0784880808080808,0.05365737373737365
395,1250.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
396,6085.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
397,4089.0,0.215038382026849,0.441,0.186,0.441,0.186,0.09565333333333334,0.030047676767676838
398,2780.0,0.11380925428612143,0.425,0.207,0.425,0.207,0.08152020202020195,0.05089777777777782
399,6522.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
400,2178.0,0.10096901206668452,0.423,0.205,0.423,0.205,0.07742949494949498,0.042158383838383814
401,5810.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
402,6161.0,0.22281145181017048,0.416,0.145,0.416,0.145,0.09517898989898983,0.021094141414141416
403,4696.0,0.23833885564496549,0.385,0.124,0.385,0.124,0.0795408080808081,0.017894141414141397
404,2016.0,0.05590532133640291,0.457,0.267,0.457,0.267,0.08938989898989887,0.0715113131313132
405,7309.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
406,7038.0,0.238173372744654,0.41,0.136,0.41,0.136,0.08495535353535341,0.01863757575757576
407,5631.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
408,3977.0,0.1424724049672893,0.382,0.168,0.382,0.168,0.0784880808080808,0.05365737373737365
409,7206.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
410,3484.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
411,4999.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
412,1940.0,0.048354678288047626,0.403,0.239,0.403,0.239,0.08070080808080804,0.06603555555555554
413,2148.0,0.07692266340193143,0.426,0.255,0.426,0.255,0.09018888888888887,0.05758626262626261
414,1583.0,0.015506693787822767,0.436,0.303,0.436,0.303,0.08539757575757574,0.08078767676767681
415,7155.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
416,2437.0,0.10082777096755724,0.438,0.293,0.438,0.293,0.0887969696969697,0.0648492929292929
417,2891.0,0.08436590889791507,0.418,0.238,0.418,0.238,0.08571030303030298,0.06025838383838384
418,2506.0,0.0968922999503018,0.46,0.25,0.46,0.25,0.09113030303030312,0.054788686868686876
419,7294.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
420,4358.0,0.25237361065175723,0.35,0.101,0.35,0.101,0.07506383838383841,0.014926868686868664
421,1993.0,0.048354678288047626,0.403,0.239,0.403,0.239,0.08070080808080804,0.06603555555555554
422,3816.0,0.09916222696428845,0.418,0.195,0.418,0.195,0.0849094949494949,0.05307717171717165
423,6313.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
424,1593.0,0.015506693787822767,0.436,0.303,0.436,0.303,0.08539757575757574,0.08078767676767681
425,7240.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
426,1568.0,0.015506693787822767,0.436,0.303,0.436,0.303,0.08539757575757574,0.08078767676767681
427,2439.0,0.10082777096755724,0.438,0.293,0.438,0.293,0.0887969696969697,0.0648492929292929
428,2491.0,0.09110622361837428,0.486,0.302,0.486,0.302,0.10111676767676749,0.07357676767676757
429,1313.0,0.03360946671424536,0.416,0.266,0.416,0.266,0.07134080808080814,0.062352525252525284
430,2058.0,0.07933083498265459,0.399,0.254,0.399,0.254,0.08842929292929293,0.07571434343434348
431,4145.0,0.215038382026849,0.441,0.186,0.441,0.186,0.09565333333333334,0.030047676767676838
432,4361.0,0.25237361065175723,0.35,0.101,0.35,0.101,0.07506383838383841,0.014926868686868664
433,5844.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
434,4175.0,0.19594332705671624,0.444,0.16,0.444,0.16,0.08963717171717163,0.023314747474747505
435,2539.0,0.12179125602379326,0.439,0.225,0.439,0.225,0.0894868686868686,0.04692949494949495
436,5406.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
437,4037.0,0.215038382026849,0.441,0.186,0.441,0.186,0.09565333333333334,0.030047676767676838
438,3856.0,0.1424724049672893,0.382,0.168,0.382,0.168,0.0784880808080808,0.05365737373737365
439,2514.0,0.0968922999503018,0.46,0.25,0.46,0.25,0.09113030303030312,0.054788686868686876
440,5587.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
441,6459.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
442,5474.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
443,3551.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
444,7049.0,0.238173372744654,0.41,0.136,0.41,0.136,0.08495535353535341,0.01863757575757576
445,3683.0,0.10542791708543142,0.421,0.183,0.421,0.183,0.08849232323232321,0.04775272727272727
446,7908.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
447,3408.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
448,1382.0,0.02627578200125058,0.445,0.292,0.445,0.292,0.08642363636363638,0.08027414141414141
449,1030.0,0.029495749788047143,0.476,0.291,0.476,0.291,0.09600565656565666,0.08089777777777772
450,1509.0,0.03235165761306624,0.442,0.294,0.442,0.294,0.09065111111111111,0.07987818181818182
451,5047.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
452,7827.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
453,3880.0,0.1424724049672893,0.382,0.168,0.382,0.168,0.0784880808080808,0.05365737373737365
454,2685.0,0.12179125602379326,0.439,0.225,0.439,0.225,0.0894868686868686,0.04692949494949495
455,3554.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
456,6053.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
457,4831.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
458,2253.0,0.10096901206668452,0.423,0.205,0.423,0.205,0.07742949494949498,0.042158383838383814
459,5655.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
460,1194.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
461,2234.0,0.10096901206668452,0.423,0.205,0.423,0.205,0.07742949494949498,0.042158383838383814
462,4844.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
463,5501.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
464,1964.0,0.048354678288047626,0.403,0.239,0.403,0.239,0.08070080808080804,0.06603555555555554
465,5953.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
466,4395.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
467,4393.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
468,6808.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
469,1907.0,0.023781615855274163,0.418,0.273,0.418,0.273,0.0839432323232323,0.07852080808080811
470,5229.0,0.2567248533566179,0.402,0.129,0.402,0.129,0.08226060606060606,0.020680404040404044
471,3787.0,0.13974863055969267,0.428,0.154,0.428,0.154,0.08352727272727273,0.03626424242424248
472,5721.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
473,4378.0,0.25237361065175723,0.35,0.101,0.35,0.101,0.07506383838383841,0.014926868686868664
474,6217.0,0.23651424076436123,0.39,0.123,0.39,0.123,0.06861656565656576,0.016336161616161606
475,3520.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
476,3192.0,0.12084103823910364,0.44,0.203,0.44,0.203,0.08198464646464639,0.04827232323232321
477,7095.0,0.238173372744654,0.41,0.136,0.41,0.136,0.08495535353535341,0.01863757575757576
478,6411.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
479,1722.0,0.04340047970449079,0.456,0.271,0.456,0.271,0.0898759595959596,0.07514242424242422
480,5499.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
481,1743.0,0.04340047970449079,0.456,0.271,0.456,0.271,0.0898759595959596,0.07514242424242422
482,5326.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
483,5861.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
484,6876.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
485,3772.0,0.13974863055969267,0.428,0.154,0.428,0.154,0.08352727272727273,0.03626424242424248
486,1970.0,0.048354678288047626,0.403,0.239,0.403,0.239,0.08070080808080804,0.06603555555555554
487,7158.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
488,7227.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
489,7255.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
490,3454.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
491,4256.0,0.24703521452911625,0.4,0.173,0.4,0.173,0.07530080808080812,0.02494707070707075
492,4681.0,0.23833885564496549,0.385,0.124,0.385,0.124,0.0795408080808081,0.017894141414141397
493,1890.0,0.023781615855274163,0.418,0.273,0.418,0.273,0.0839432323232323,0.07852080808080811
494,5067.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
495,4500.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
496,2273.0,0.10096901206668452,0.423,0.205,0.423,0.205,0.07742949494949498,0.042158383838383814
497,7122.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
498,3519.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
499,5414.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
500,7064.0,0.238173372744654,0.41,0.136,0.41,0.136,0.08495535353535341,0.01863757575757576
501,4467.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
502,3390.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
503,2282.0,0.10096901206668452,0.423,0.205,0.423,0.205,0.07742949494949498,0.042158383838383814
504,7684.0,0.2590823219419792,0.389,0.161,0.389,0.161,0.09612101010101012,0.023621818181818206
505,2084.0,0.07933083498265459,0.399,0.254,0.399,0.254,0.08842929292929293,0.07571434343434348
506,6624.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
507,3119.0,0.14756511392554017,0.411,0.209,0.411,0.209,0.07619616161616158,0.04620282828282829
508,5043.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
509,2517.0,0.0968922999503018,0.46,0.25,0.46,0.25,0.09113030303030312,0.054788686868686876
510,7769.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
511,7337.0,0.26544957137565894,0.395,0.126,0.395,0.126,0.08599393939393932,0.019206464646464635
512,4154.0,0.215038382026849,0.441,0.186,0.441,0.186,0.09565333333333334,0.030047676767676838
513,1149.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
514,5860.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
515,4311.0,0.24480370661229123,0.391,0.121,0.391,0.121,0.07020888888888893,0.01770666666666667
516,7037.0,0.238173372744654,0.41,0.136,0.41,0.136,0.08495535353535341,0.01863757575757576
517,3104.0,0.12985076374349858,0.411,0.225,0.411,0.225,0.0879981818181818,0.048255151515151536
518,4084.0,0.215038382026849,0.441,0.186,0.441,0.186,0.09565333333333334,0.030047676767676838
519,2658.0,0.12179125602379326,0.439,0.225,0.439,0.225,0.0894868686868686,0.04692949494949495
520,5492.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
521,6391.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
522,2385.0,0.10082777096755724,0.438,0.293,0.438,0.293,0.0887969696969697,0.0648492929292929
523,7512.0,0.2590823219419792,0.389,0.161,0.389,0.161,0.09612101010101012,0.023621818181818206
524,2655.0,0.12179125602379326,0.439,0.225,0.439,0.225,0.0894868686868686,0.04692949494949495
525,5695.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
526,5753.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
527,3265.0,0.12084103823910364,0.44,0.203,0.44,0.203,0.08198464646464639,0.04827232323232321
528,3541.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
529,7560.0,0.2590823219419792,0.389,0.161,0.389,0.161,0.09612101010101012,0.023621818181818206
530,3382.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
531,3874.0,0.1424724049672893,0.382,0.168,0.382,0.168,0.0784880808080808,0.05365737373737365
532,2833.0,0.08451770682645987,0.441,0.225,0.441,0.225,0.08590444444444437,0.059988888888888876
533,6988.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
534,5548.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
535,7102.0,0.238173372744654,0.41,0.136,0.41,0.136,0.08495535353535341,0.01863757575757576
536,1211.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
537,6491.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
538,1102.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
539,7618.0,0.2590823219419792,0.389,0.161,0.389,0.161,0.09612101010101012,0.023621818181818206
540,3560.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
541,2510.0,0.0968922999503018,0.46,0.25,0.46,0.25,0.09113030303030312,0.054788686868686876
542,6122.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
543,3252.0,0.12084103823910364,0.44,0.203,0.44,0.203,0.08198464646464639,0.04827232323232321
544,3654.0,0.10542791708543142,0.421,0.183,0.421,0.183,0.08849232323232321,0.04775272727272727
545,3247.0,0.12084103823910364,0.44,0.203,0.44,0.203,0.08198464646464639,0.04827232323232321
546,2017.0,0.05590532133640291,0.457,0.267,0.457,0.267,0.08938989898989887,0.0715113131313132
547,5827.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
548,2954.0,0.07580585210041602,0.405,0.206,0.405,0.206,0.07908121212121214,0.055840606060606056
549,7478.0,0.2590823219419792,0.389,0.161,0.389,0.161,0.09612101010101012,0.023621818181818206
550,2447.0,0.10082777096755724,0.438,0.293,0.438,0.293,0.0887969696969697,0.0648492929292929
551,5564.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
552,6165.0,0.22281145181017048,0.416,0.145,0.416,0.145,0.09517898989898983,0.021094141414141416
553,2448.0,0.10082777096755724,0.438,0.293,0.438,0.293,0.0887969696969697,0.0648492929292929
554,5310.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
555,7026.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
