==================================================================
fastsimcoal started on 26/06/2025 at 16:01:54

TMRCAs per non-recombining segment
Locus	Segment_length	Data_Type	Time_(gen)	deme	Num_Mutations
2196	1	data unknown	3472.92	0	0
2197	1	data unknown	1474.57	0	0
2198	1	data unknown	2058.74	0	0
2199	1	data unknown	750.595	0	0
2200	1	data unknown	117.249	0	0
2201	1	data unknown	975.014	0	0
2202	1	data unknown	261.398	0	0
2203	1	data unknown	1215.26	0	0
2204	1	data unknown	830.185	0	0
2205	1	data unknown	5808.39	0	0
2206	1	data unknown	3234.21	0	0
2207	1	data unknown	10708.2	0	0
2208	1	data unknown	3841.93	0	0
2209	1	data unknown	1333.37	0	0
2210	1	data unknown	3460.24	0	0
2211	1	data unknown	3244.52	0	0
2212	1	data unknown	645.752	0	0
2213	1	data unknown	2937.18	0	0
2214	1	data unknown	979.034	0	0
2215	1	data unknown	1727.01	0	0
2216	1	data unknown	2804.17	0	0
2217	1	data unknown	2194	0	0
2218	1	data unknown	639.938	0	0
2219	1	data unknown	926.529	0	0
2220	1	data unknown	134.3	0	0
2221	1	data unknown	6043.85	0	0
2222	1	data unknown	1784.48	0	0
2223	1	data unknown	729.309	0	0
2224	1	data unknown	2177.56	0	0
2225	1	data unknown	3121.16	0	0
2226	1	data unknown	5580.79	0	0
2227	1	data unknown	635.338	0	0
2228	1	data unknown	830.338	0	0
2229	1	data unknown	191.406	0	0
2230	1	data unknown	2579.08	0	0
2231	1	data unknown	4711.65	0	0
2232	1	data unknown	313.766	0	0
2233	1	data unknown	656.624	0	0
2234	1	data unknown	1402.84	0	0
2235	1	data unknown	524.712	0	0
2236	1	data unknown	945.793	0	0
2237	1	data unknown	2219.88	0	0
2238	1	data unknown	2140.61	0	0
2239	1	data unknown	802.299	0	0
2240	1	data unknown	1432.7	0	0
2241	1	data unknown	4456.56	0	0
2242	1	data unknown	261.703	0	0
2243	1	data unknown	1015.81	0	0
2244	1	data unknown	2267.07	0	0
2245	1	data unknown	470.459	0	0
2246	1	data unknown	1816.79	0	0
2247	1	data unknown	138.176	0	0
2248	1	data unknown	45.0134	0	0
2249	1	data unknown	35.5988	0	0
2250	1	data unknown	901.688	0	0
2251	1	data unknown	1584.5	0	0
2252	1	data unknown	2334.97	0	0
2253	1	data unknown	754.044	0	0
2254	1	data unknown	45.5399	0	0
2255	1	data unknown	2950.12	0	0
2256	1	data unknown	1899.55	0	0
2257	1	data unknown	1799	0	0
2258	1	data unknown	5730.8	0	0
2259	1	data unknown	2290.08	0	0
2260	1	data unknown	3075.04	0	0
2261	1	data unknown	428.642	0	0
2262	1	data unknown	3224.28	0	0
2263	1	data unknown	6723.15	0	0
2264	1	data unknown	1080.32	0	0
2265	1	data unknown	1245.68	0	0
2266	1	data unknown	992.325	0	0
2267	1	data unknown	3455.08	0	0
2268	1	data unknown	1917.47	0	0
2269	1	data unknown	1105.22	0	0
2270	1	data unknown	2178.22	0	0
2271	1	data unknown	4890.08	0	0
2272	1	data unknown	1138.84	0	0
2273	1	data unknown	942.131	0	0
2274	1	data unknown	1186.43	0	0
2275	1	data unknown	4867.17	0	0
2276	1	data unknown	2499.11	0	0
2277	1	data unknown	3745.45	0	0
2278	1	data unknown	664.207	0	0
2279	1	data unknown	635.544	0	0
2280	1	data unknown	4147.28	0	0
2281	1	data unknown	741.31	0	0
2282	1	data unknown	238.953	0	0
2283	1	data unknown	1652.65	0	0
2284	1	data unknown	1664.05	0	0
2285	1	data unknown	312.012	0	0
2286	1	data unknown	933.258	0	0
2287	1	data unknown	812.386	0	0
2288	1	data unknown	28.4576	0	0
2289	1	data unknown	385.887	0	0
2290	1	data unknown	37.8265	0	0
2291	1	data unknown	4478.81	0	0
2292	1	data unknown	1139.93	0	0
2293	1	data unknown	1522.78	0	0
2294	1	data unknown	6022.58	0	0
2295	1	data unknown	408.348	0	0
2296	1	data unknown	2281.84	0	0
2297	1	data unknown	1751.77	0	0
2298	1	data unknown	701.553	0	0
2299	1	data unknown	805.969	0	0
2300	1	data unknown	1283.87	0	0
2301	1	data unknown	4956.01	0	0
2302	1	data unknown	757.103	0	0
2303	1	data unknown	1498.66	0	0
2304	1	data unknown	2663.76	0	0
2305	1	data unknown	658.653	0	0
2306	1	data unknown	2751.17	0	0
2307	1	data unknown	1045.98	0	0
2308	1	data unknown	2430.36	0	0
2309	1	data unknown	1006.4	0	0
2310	1	data unknown	2963.03	0	0
2311	1	data unknown	6556.83	0	0
2312	1	data unknown	2154.59	0	0
2313	1	data unknown	1505.24	0	0
2314	1	data unknown	89.6606	0	0
2315	1	data unknown	341.568	0	0
2316	1	data unknown	405.937	0	0
2317	1	data unknown	2165	0	0
2318	1	data unknown	802.071	0	0
2319	1	data unknown	1405.49	0	0
2320	1	data unknown	1036.79	0	0
2321	1	data unknown	695.992	0	0
2322	1	data unknown	1161.06	0	0
2323	1	data unknown	11245.9	0	0
2324	1	data unknown	1869.6	0	0
2325	1	data unknown	384.605	0	0
2326	1	data unknown	1791.96	0	0
2327	1	data unknown	1625.7	0	0
2328	1	data unknown	2111.81	0	0
2329	1	data unknown	440.063	0	0
2330	1	data unknown	968.491	0	0
2331	1	data unknown	1457.11	0	0
2332	1	data unknown	3851.06	0	0
2333	1	data unknown	3646.42	0	0
2334	1	data unknown	694.008	0	0
2335	1	data unknown	213.005	0	0
2336	1	data unknown	2267.99	0	0
2337	1	data unknown	42.6559	0	0
2338	1	data unknown	4380.39	0	0
2339	1	data unknown	205.856	0	0
2340	1	data unknown	303.116	0	0
2341	1	data unknown	317.421	0	0
2342	1	data unknown	1187.39	0	0
2343	1	data unknown	19.7449	0	0
2344	1	data unknown	830.338	0	0
2345	1	data unknown	1135.99	0	0
2346	1	data unknown	1441.99	0	0
2347	1	data unknown	1679.63	0	0
2348	1	data unknown	353.188	0	0
2349	1	data unknown	1940.38	0	0
2350	1	data unknown	4279.98	0	0
2351	1	data unknown	3842.7	0	0
2352	1	data unknown	759.56	0	0
2353	1	data unknown	700.119	0	0
2354	1	data unknown	350.372	0	0
2355	1	data unknown	142.548	0	0
2356	1	data unknown	559.479	0	0
2357	1	data unknown	40.7944	0	0
2358	1	data unknown	3901.01	0	0
2359	1	data unknown	5526.6	0	0
2360	1	data unknown	878.227	0	0
2361	1	data unknown	267.776	0	0
2362	1	data unknown	1831.89	0	0
2363	1	data unknown	3310.87	0	0
2364	1	data unknown	947.411	0	0
2365	1	data unknown	1019.94	0	0
2366	1	data unknown	3239.69	0	0
2367	1	data unknown	1096.57	0	0
2368	1	data unknown	725.945	0	0
2369	1	data unknown	845.322	0	0
2370	1	data unknown	783.897	0	0
2371	1	data unknown	5703.16	0	0
2372	1	data unknown	658.653	0	0
2373	1	data unknown	1544.83	0	0
2374	1	data unknown	339.249	0	0
2375	1	data unknown	514.618	0	0
2376	1	data unknown	1681.3	0	0
2377	1	data unknown	3274.7	0	0
2378	1	data unknown	217.834	0	0
2379	1	data unknown	1434.39	0	0
2380	1	data unknown	521.629	0	0
2381	1	data unknown	437.775	0	0
2382	1	data unknown	6437.74	0	0
2383	1	data unknown	4557.93	0	0
2384	1	data unknown	1644.53	0	0
2385	1	data unknown	1431.08	0	0
2386	1	data unknown	240.211	0	0
2387	1	data unknown	3514.66	0	0
2388	1	data unknown	2460.75	0	0
2389	1	data unknown	3162.8	0	0
2390	1	data unknown	643.295	0	0
2391	1	data unknown	376.289	0	0
2392	1	data unknown	245.56	0	0
2393	1	data unknown	1993.05	0	0
2394	1	data unknown	365.15	0	0
2395	1	data unknown	588.928	0	0
2396	1	data unknown	1569.56	0	0
2397	1	data unknown	248.642	0	0
2398	1	data unknown	1409.2	0	0
2399	1	data unknown	7141.06	0	0
2400	1	data unknown	331.07	0	0
2401	1	data unknown	2309.87	0	0
2402	1	data unknown	366.699	0	0
2403	1	data unknown	5848.46	0	0
2404	1	data unknown	2715.86	0	0
2405	1	data unknown	459.358	0	0
2406	1	data unknown	2811.25	0	0
2407	1	data unknown	169.06	0	0
2408	1	data unknown	5487.72	0	0
2409	1	data unknown	126.198	0	0
2410	1	data unknown	375.832	0	0
2411	1	data unknown	1988.27	0	0
2412	1	data unknown	1203.63	0	0
2413	1	data unknown	3333.45	0	0
2414	1	data unknown	297.966	0	0
2415	1	data unknown	1797.93	0	0
2416	1	data unknown	257.423	0	0
2417	1	data unknown	2693.18	0	0
2418	1	data unknown	453.651	0	0
2419	1	data unknown	517.311	0	0
2420	1	data unknown	542.068	0	0
2421	1	data unknown	1585.44	0	0
2422	1	data unknown	3062.74	0	0
2423	1	data unknown	1510.58	0	0
2424	1	data unknown	2083.75	0	0
2425	1	data unknown	545.311	0	0
2426	1	data unknown	647.247	0	0
2427	1	data unknown	93.8721	0	0
2428	1	data unknown	2154.09	0	0
2429	1	data unknown	2570.14	0	0
2430	1	data unknown	481.148	0	0
2431	1	data unknown	2449.66	0	0
2432	1	data unknown	1547.04	0	0
2433	1	data unknown	3033.1	0	0
2434	1	data unknown	3822.44	0	0
2435	1	data unknown	965.576	0	0
2436	1	data unknown	35.7895	0	0
2437	1	data unknown	714.325	0	0
2438	1	data unknown	8701.41	0	0
2439	1	data unknown	6799.02	0	0
2440	1	data unknown	453.781	0	0
2441	1	data unknown	5155.37	0	0
2442	1	data unknown	4625.59	0	0
2443	1	data unknown	876.045	0	0
2444	1	data unknown	3427.93	0	0
2445	1	data unknown	1634.13	0	0
2446	1	data unknown	3179.79	0	0
2447	1	data unknown	2074.16	0	0
2448	1	data unknown	1420.54	0	0
2449	1	data unknown	3786.19	0	0
2450	1	data unknown	540.169	0	0
2451	1	data unknown	329.895	0	0
2452	1	data unknown	4833.23	0	0
2453	1	data unknown	1781.12	0	0
2454	1	data unknown	1562.35	0	0
2455	1	data unknown	150.093	0	0
2456	1	data unknown	3595.25	0	0
2457	1	data unknown	3252.66	0	0
2458	1	data unknown	280.167	0	0
2459	1	data unknown	238.388	0	0
2460	1	data unknown	51.7807	0	0
2461	1	data unknown	1106.22	0	0
2462	1	data unknown	943.512	0	0
2463	1	data unknown	5748.23	0	0
2464	1	data unknown	990.585	0	0
2465	1	data unknown	5632.74	0	0
2466	1	data unknown	1225.78	0	0
2467	1	data unknown	958.961	0	0
2468	1	data unknown	2300.22	0	0
2469	1	data unknown	2694.79	0	0
2470	1	data unknown	2105.61	0	0
2471	1	data unknown	941.742	0	0
2472	1	data unknown	1458.24	0	0
2473	1	data unknown	1079.65	0	0
2474	1	data unknown	4599.17	0	0
2475	1	data unknown	379.219	0	0
2476	1	data unknown	1892.87	0	0
2477	1	data unknown	110.954	0	0
2478	1	data unknown	2143.09	0	0
2479	1	data unknown	1096.41	0	0
2480	1	data unknown	16.4261	0	0
2481	1	data unknown	3962.29	0	0
2482	1	data unknown	1534.3	0	0
2483	1	data unknown	1986.89	0	0
2484	1	data unknown	3531.17	0	0
2485	1	data unknown	937.714	0	0
2486	1	data unknown	1446.91	0	0
2487	1	data unknown	2478	0	0
2488	1	data unknown	153.839	0	0
2489	1	data unknown	3568.57	0	0
2490	1	data unknown	1382.92	0	0
2491	1	data unknown	1790.17	0	0
2492	1	data unknown	4061.97	0	0
2493	1	data unknown	1767.62	0	0
2494	1	data unknown	7356.5	0	0
2495	1	data unknown	195.198	0	0
2496	1	data unknown	1187.93	0	0
2497	1	data unknown	2369.45	0	0
2498	1	data unknown	1318.47	0	0
2499	1	data unknown	132.088	0	0
2500	1	data unknown	2334.89	0	0
2501	1	data unknown	659.576	0	0
2502	1	data unknown	1550.91	0	0
2503	1	data unknown	1724.17	0	0
2504	1	data unknown	348.9	0	0
2505	1	data unknown	1120.84	0	0
2506	1	data unknown	3413.83	0	0
2507	1	data unknown	1267.25	0	0
2508	1	data unknown	601.051	0	0
2509	1	data unknown	13.8092	0	0
2510	1	data unknown	969.185	0	0
2511	1	data unknown	747.818	0	0
2512	1	data unknown	763.512	0	0
2513	1	data unknown	2556.76	0	0
2514	1	data unknown	598.892	0	0
2515	1	data unknown	719.269	0	0
2516	1	data unknown	299.553	0	0
2517	1	data unknown	6107.8	0	0
2518	1	data unknown	1401.41	0	0
2519	1	data unknown	1511.47	0	0
2520	1	data unknown	1522.13	0	0
2521	1	data unknown	7220.53	0	0
2522	1	data unknown	299.179	0	0
2523	1	data unknown	1131.62	0	0
2524	1	data unknown	2316.68	0	0
2525	1	data unknown	3112.03	0	0
2526	1	data unknown	1844.87	0	0
2527	1	data unknown	108.902	0	0
2528	1	data unknown	2061.16	0	0
2529	1	data unknown	846.985	0	0
2530	1	data unknown	36.5753	0	0
2531	1	data unknown	2349.27	0	0
2532	1	data unknown	777.1	0	0
2533	1	data unknown	603.424	0	0
2534	1	data unknown	1926.42	0	0
2535	1	data unknown	728.294	0	0
2536	1	data unknown	718.941	0	0
2537	1	data unknown	1847.01	0	0
2538	1	data unknown	879.684	0	0
2539	1	data unknown	4134.53	0	0
2540	1	data unknown	251.968	0	0
2541	1	data unknown	2777.03	0	0
2542	1	data unknown	110.321	0	0
2543	1	data unknown	3755.92	0	0
2544	1	data unknown	46.9818	0	0
2545	1	data unknown	441.49	0	0
2546	1	data unknown	1214.9	0	0
2547	1	data unknown	3253.71	0	0
2548	1	data unknown	3361.41	0	0
2549	1	data unknown	1527.89	0	0
2550	1	data unknown	586.433	0	0
2551	1	data unknown	795.364	0	0
2552	1	data unknown	152.237	0	0
2553	1	data unknown	228.165	0	0
2554	1	data unknown	3233.56	0	0
2555	1	data unknown	3962.81	0	0
2556	1	data unknown	669.968	0	0
2557	1	data unknown	3859.47	0	0
2558	1	data unknown	78.6285	0	0
2559	1	data unknown	4696.37	0	0
2560	1	data unknown	516.96	0	0
2561	1	data unknown	142.838	0	0
2562	1	data unknown	728.523	0	0
2563	1	data unknown	7540.98	0	0
2564	1	data unknown	1355.8	0	0
2565	1	data unknown	1879.38	0	0
2566	1	data unknown	1098.23	0	0
2567	1	data unknown	249.161	0	0
2568	1	data unknown	441.963	0	0
2569	1	data unknown	7707.9	0	0
2570	1	data unknown	1920.05	0	0
2571	1	data unknown	4236.21	0	0
2572	1	data unknown	85.6781	0	0
2573	1	data unknown	600.578	0	0
2574	1	data unknown	4781.07	0	0
2575	1	data unknown	7083.34	0	0
2576	1	data unknown	1092.69	0	0
2577	1	data unknown	4414.44	0	0
2578	1	data unknown	5011.92	0	0
2579	1	data unknown	2693.03	0	0
2580	1	data unknown	961.014	0	0
2581	1	data unknown	197.594	0	0
2582	1	data unknown	1954.69	0	0
2583	1	data unknown	718.369	0	0
2584	1	data unknown	2140.75	0	0
2585	1	data unknown	77.6062	0	0
2586	1	data unknown	1893.9	0	0
2587	1	data unknown	2453.64	0	0
2588	1	data unknown	2800.87	0	0
2589	1	data unknown	938.156	0	0
2590	1	data unknown	1780.17	0	0
2591	1	data unknown	436.859	0	0
2592	1	data unknown	377.037	0	0
2593	1	data unknown	2670.23	0	0
2594	1	data unknown	985.252	0	0
2595	1	data unknown	837.326	0	0
2596	1	data unknown	732.048	0	0
2597	1	data unknown	571.251	0	0
2598	1	data unknown	1971.53	0	0
2599	1	data unknown	2218.11	0	0
2600	1	data unknown	1674.24	0	0
2601	1	data unknown	2314.8	0	0
2602	1	data unknown	1382.59	0	0
2603	1	data unknown	3313.49	0	0
2604	1	data unknown	2194.84	0	0
2605	1	data unknown	6959.73	0	0
2606	1	data unknown	2926.19	0	0
2607	1	data unknown	1641.56	0	0
2608	1	data unknown	2956.17	0	0
2609	1	data unknown	161.865	0	0
2610	1	data unknown	8674.58	0	0
2611	1	data unknown	1128.25	0	0
2612	1	data unknown	43.7622	0	0
2613	1	data unknown	40.5884	0	0
2614	1	data unknown	183.64	0	0
2615	1	data unknown	1065.59	0	0
2616	1	data unknown	2232.54	0	0
2617	1	data unknown	5769.42	0	0
2618	1	data unknown	1336.01	0	0
2619	1	data unknown	1216.03	0	0
2620	1	data unknown	719.91	0	0
2621	1	data unknown	2946.8	0	0
2622	1	data unknown	1961.25	0	0
2623	1	data unknown	92.1555	0	0
2624	1	data unknown	275.284	0	0
2625	1	data unknown	580.475	0	0
2626	1	data unknown	6354.19	0	0
2627	1	data unknown	3440.9	0	0
2628	1	data unknown	42.7704	0	0
2629	1	data unknown	419.762	0	0
2630	1	data unknown	341.644	0	0
2631	1	data unknown	814.949	0	0
2632	1	data unknown	14.6179	0	0
2633	1	data unknown	42.1906	0	0
2634	1	data unknown	1015.08	0	0
2635	1	data unknown	1650.8	0	0
2636	1	data unknown	2161.96	0	0
2637	1	data unknown	1451.54	0	0
2638	1	data unknown	462.242	0	0
2639	1	data unknown	1007.51	0	0
2640	1	data unknown	1119.34	0	0
2641	1	data unknown	122.887	0	0
2642	1	data unknown	256.035	0	0
2643	1	data unknown	748.817	0	0
2644	1	data unknown	1069.73	0	0
2645	1	data unknown	1875.31	0	0
2646	1	data unknown	580.292	0	0
2647	1	data unknown	494.263	0	0
2648	1	data unknown	2101.92	0	0
2649	1	data unknown	438.37	0	0
2650	1	data unknown	607.872	0	0
2651	1	data unknown	1869.36	0	0
2652	1	data unknown	3201.46	0	0
2653	1	data unknown	1289.67	0	0
2654	1	data unknown	338.142	0	0
2655	1	data unknown	1494.29	0	0
2656	1	data unknown	4063.91	0	0
2657	1	data unknown	475.571	0	0
2658	1	data unknown	182.701	0	0
2659	1	data unknown	1576.06	0	0
2660	1	data unknown	832.008	0	0
2661	1	data unknown	937.134	0	0
2662	1	data unknown	4153.91	0	0
2663	1	data unknown	1737.66	0	0
2664	1	data unknown	3036.77	0	0
2665	1	data unknown	775.688	0	0
2666	1	data unknown	793.716	0	0
2667	1	data unknown	129.829	0	0
2668	1	data unknown	1797.49	0	0
2669	1	data unknown	8185.24	0	0
2670	1	data unknown	8013.88	0	0
2671	1	data unknown	243.439	0	0
2672	1	data unknown	509.026	0	0
2673	1	data unknown	143.753	0	0
2674	1	data unknown	2634.27	0	0
2675	1	data unknown	1739.83	0	0
2676	1	data unknown	305.862	0	0
2677	1	data unknown	817.062	0	0
2678	1	data unknown	586.502	0	0
2679	1	data unknown	1594.63	0	0
2680	1	data unknown	701.172	0	0
2681	1	data unknown	1855.25	0	0
2682	1	data unknown	3559.65	0	0
2683	1	data unknown	1059.75	0	0
2684	1	data unknown	1456.45	0	0
2685	1	data unknown	389.427	0	0
2686	1	data unknown	2599.77	0	0
2687	1	data unknown	271.049	0	0
2688	1	data unknown	348.877	0	0
2689	1	data unknown	4165.6	0	0
2690	1	data unknown	1562.77	0	0
2691	1	data unknown	284.416	0	0
2692	1	data unknown	3538.28	0	0
2693	1	data unknown	1112.22	0	0
2694	1	data unknown	6254.06	0	0
2695	1	data unknown	514.313	0	0
2696	1	data unknown	3817.83	0	0
2697	1	data unknown	978.02	0	0
2698	1	data unknown	2768.17	0	0
2699	1	data unknown	2953.67	0	0
2700	1	data unknown	2259.22	0	0
2701	1	data unknown	1961.06	0	0
2702	1	data unknown	2564.99	0	0
2703	1	data unknown	916.229	0	0
2704	1	data unknown	1270.36	0	0
2705	1	data unknown	914.635	0	0
2706	1	data unknown	602.943	0	0
2707	1	data unknown	5309.32	0	0
2708	1	data unknown	5547.47	0	0
2709	1	data unknown	2255.73	0	0
2710	1	data unknown	218.727	0	0
2711	1	data unknown	22.4991	0	0
2712	1	data unknown	2087.8	0	0
2713	1	data unknown	949.463	0	0
2714	1	data unknown	1958.74	0	0
2715	1	data unknown	1515.53	0	0
2716	1	data unknown	3716	0	0
2717	1	data unknown	1888.34	0	0
2718	1	data unknown	485.504	0	0
2719	1	data unknown	7156.86	0	0
2720	1	data unknown	10.3531	0	0
2721	1	data unknown	3328.58	0	0
2722	1	data unknown	1608.94	0	0
2723	1	data unknown	2869.64	0	0
2724	1	data unknown	1214.35	0	0
2725	1	data unknown	272.888	0	0
2726	1	data unknown	936.768	0	0
2727	1	data unknown	2224.22	0	0
2728	1	data unknown	1167.63	0	0
2729	1	data unknown	145.874	0	0
2730	1	data unknown	977.44	0	0
2731	1	data unknown	977.654	0	0
2732	1	data unknown	2254.32	0	0
2733	1	data unknown	208.931	0	0
2734	1	data unknown	590.591	0	0
2735	1	data unknown	41.5115	0	0
2736	1	data unknown	253.86	0	0
2737	1	data unknown	7069.31	0	0
2738	1	data unknown	1864.14	0	0
2739	1	data unknown	2634.57	0	0
2740	1	data unknown	3818.53	0	0
2741	1	data unknown	390.457	0	0
2742	1	data unknown	2573.16	0	0
2743	1	data unknown	239.647	0	0
2744	1	data unknown	4251.47	0	0
2745	1	data unknown	227.859	0	0
2746	1	data unknown	111.115	0	0
2747	1	data unknown	4975.13	0	0
2748	1	data unknown	189.735	0	0
2749	1	data unknown	282.89	0	0
2750	1	data unknown	940.636	0	0
2751	1	data unknown	116.203	0	0
2752	1	data unknown	1457.07	0	0
2753	1	data unknown	2278.57	0	0
2754	1	data unknown	867.775	0	0
2755	1	data unknown	4975.52	0	0
2756	1	data unknown	656.677	0	0
2757	1	data unknown	4087.67	0	0
2758	1	data unknown	1453.51	0	0
2759	1	data unknown	315.994	0	0
2760	1	data unknown	1799.34	0	0
2761	1	data unknown	2498.02	0	0
2762	1	data unknown	3001.58	0	0
2763	1	data unknown	764.793	0	0
2764	1	data unknown	1928.64	0	0
2765	1	data unknown	798.584	0	0
2766	1	data unknown	853.844	0	0
2767	1	data unknown	720.589	0	0
2768	1	data unknown	1357.05	0	0
2769	1	data unknown	31.9748	0	0
2770	1	data unknown	393.303	0	0
2771	1	data unknown	1410.19	0	0
2772	1	data unknown	3924.84	0	0
2773	1	data unknown	1272.38	0	0
2774	1	data unknown	1535.05	0	0
2775	1	data unknown	11271.4	0	0
2776	1	data unknown	1307.41	0	0
2777	1	data unknown	160.904	0	0
2778	1	data unknown	2035.54	0	0
2779	1	data unknown	4089.55	0	0
2780	1	data unknown	897.659	0	0
2781	1	data unknown	1303.89	0	0
2782	1	data unknown	353.279	0	0
2783	1	data unknown	478.119	0	0
2784	1	data unknown	2296.84	0	0
2785	1	data unknown	4255.44	0	0
2786	1	data unknown	785.622	0	0
2787	1	data unknown	4991.84	0	0
2788	1	data unknown	4096.8	0	0
2789	1	data unknown	456.238	0	0
2790	1	data unknown	882.576	0	0
2791	1	data unknown	90.6448	0	0
2792	1	data unknown	1959.5	0	0
2793	1	data unknown	600.822	0	0
2794	1	data unknown	359.627	0	0
2795	1	data unknown	72.9904	0	0
2796	1	data unknown	482.536	0	0
2797	1	data unknown	196.815	0	0
2798	1	data unknown	1817.05	0	0
2799	1	data unknown	1837.58	0	0
2800	1	data unknown	1827.42	0	0
2801	1	data unknown	241.6	0	0
2802	1	data unknown	724.945	0	0
2803	1	data unknown	2090.37	0	0
2804	1	data unknown	1590.91	0	0
2805	1	data unknown	1643.29	0	0
2806	1	data unknown	1.19781	0	0
2807	1	data unknown	119.904	0	0
2808	1	data unknown	2.18201	0	0
2809	1	data unknown	3285.03	0	0
2810	1	data unknown	12131.9	0	0
2811	1	data unknown	3194.58	0	0
2812	1	data unknown	1563.48	0	0
2813	1	data unknown	151.405	0	0
2814	1	data unknown	1057.98	0	0
2815	1	data unknown	240.73	0	0
2816	1	data unknown	3220.57	0	0
2817	1	data unknown	345.604	0	0
2818	1	data unknown	369.286	0	0
2819	1	data unknown	160.782	0	0
2820	1	data unknown	9858.38	0	0
2821	1	data unknown	3819.81	0	0
2822	1	data unknown	4222.82	0	0
2823	1	data unknown	7934.3	0	0
2824	1	data unknown	423.241	0	0
2825	1	data unknown	2249.21	0	0
2826	1	data unknown	380.013	0	0
2827	1	data unknown	1992.42	0	0
2828	1	data unknown	346.077	0	0
2829	1	data unknown	1369.26	0	0
2830	1	data unknown	363.686	0	0
2831	1	data unknown	787.88	0	0
2832	1	data unknown	7596.9	0	0
2833	1	data unknown	2434.63	0	0
2834	1	data unknown	143.967	0	0
2835	1	data unknown	6190.98	0	0
2836	1	data unknown	1056.75	0	0
2837	1	data unknown	3681.11	0	0
2838	1	data unknown	2186.42	0	0
2839	1	data unknown	650.429	0	0
2840	1	data unknown	761.314	0	0
2841	1	data unknown	2806.32	0	0
2842	1	data unknown	1119.28	0	0
2843	1	data unknown	1410.64	0	0
2844	1	data unknown	3229.21	0	0
2845	1	data unknown	2906.96	0	0
2846	1	data unknown	7389.04	0	0
2847	1	data unknown	2927.12	0	0
2848	1	data unknown	715.53	0	0
2849	1	data unknown	249.077	0	0
2850	1	data unknown	1499.71	0	0
2851	1	data unknown	1114.23	0	0
2852	1	data unknown	3231.54	0	0
2853	1	data unknown	1023.45	0	0
2854	1	data unknown	1410.47	0	0
2855	1	data unknown	1662.08	0	0
2856	1	data unknown	944.244	0	0
2857	1	data unknown	4775.95	0	0
2858	1	data unknown	501.717	0	0
2859	1	data unknown	2858.52	0	0
2860	1	data unknown	9728.85	0	0
2861	1	data unknown	5253.43	0	0
2862	1	data unknown	3274.99	0	0
2863	1	data unknown	77.8809	0	0
2864	1	data unknown	995.583	0	0
2865	1	data unknown	2161.39	0	0
2866	1	data unknown	61.4166	0	0
2867	1	data unknown	1323.68	0	0
2868	1	data unknown	1468.15	0	0
2869	1	data unknown	1071.89	0	0
2870	1	data unknown	1667.58	0	0
2871	1	data unknown	2940.29	0	0
2872	1	data unknown	3317.99	0	0
2873	1	data unknown	346.252	0	0
2874	1	data unknown	552.704	0	0
2875	1	data unknown	1876.37	0	0
2876	1	data unknown	43.7775	0	0
2877	1	data unknown	349.426	0	0
2878	1	data unknown	652.298	0	0
2879	1	data unknown	2449.45	0	0
2880	1	data unknown	275.475	0	0
2881	1	data unknown	416.229	0	0
2882	1	data unknown	800.537	0	0
2883	1	data unknown	211.319	0	0
2884	1	data unknown	3748.93	0	0
2885	1	data unknown	1262.34	0	0
2886	1	data unknown	2391.1	0	0
2887	1	data unknown	2951.19	0	0
2888	1	data unknown	5375.34	0	0
2889	1	data unknown	2151.44	0	0
2890	1	data unknown	1899.22	0	0
2891	1	data unknown	790.977	0	0
2892	1	data unknown	1480.32	0	0
2893	1	data unknown	1457.92	0	0
2894	1	data unknown	2860.76	0	0
2895	1	data unknown	2322.13	0	0
2896	1	data unknown	1561.71	0	0
2897	1	data unknown	875.595	0	0
2898	1	data unknown	4608.7	0	0
2899	1	data unknown	383.446	0	0
2900	1	data unknown	7520.16	0	0
2901	1	data unknown	1462.33	0	0
2902	1	data unknown	71.5179	0	0
2903	1	data unknown	1442.38	0	0
2904	1	data unknown	4247.04	0	0
2905	1	data unknown	34.5993	0	0
2906	1	data unknown	82.3898	0	0
2907	1	data unknown	615.089	0	0
2908	1	data unknown	1821.23	0	0
2909	1	data unknown	554.504	0	0
2910	1	data unknown	1817.3	0	0
2911	1	data unknown	801.338	0	0
2912	1	data unknown	4000.08	0	0
2913	1	data unknown	3184.35	0	0
2914	1	data unknown	4660.77	0	0
2915	1	data unknown	1367.61	0	0
2916	1	data unknown	71.8918	0	0
2917	1	data unknown	5006.11	0	0
2918	1	data unknown	1671.29	0	0
2919	1	data unknown	287.682	0	0
2920	1	data unknown	284.248	0	0
2921	1	data unknown	195.351	0	0
2922	1	data unknown	257.507	0	0
2923	1	data unknown	5680.34	0	0
2924	1	data unknown	1131.3	0	0
2925	1	data unknown	4408.49	0	0
2926	1	data unknown	1953.38	0	0
2927	1	data unknown	1491.71	0	0
2928	1	data unknown	496.559	0	0
2929	1	data unknown	3473.61	0	0
2930	1	data unknown	1877.24	0	0
2931	1	data unknown	282.837	0	0
2932	1	data unknown	1635.89	0	0
2933	1	data unknown	1950.12	0	0
2934	1	data unknown	847.542	0	0
2935	1	data unknown	2510.55	0	0
2936	1	data unknown	1009.44	0	0
2937	1	data unknown	6083.27	0	0
2938	1	data unknown	4360.51	0	0
2939	1	data unknown	1148.66	0	0
2940	1	data unknown	1432.79	0	0
2941	1	data unknown	253.418	0	0
2942	1	data unknown	840.523	0	0
