==================================================================
fastsimcoal started on 26/06/2025 at 16:01:54

TMRCAs per non-recombining segment
Locus	Segment_length	Data_Type	Time_(gen)	deme	Num_Mutations
5129	1	data unknown	4819.82	0	0
5130	1	data unknown	1524.48	0	0
5131	1	data unknown	1416.45	0	0
5132	1	data unknown	2228.68	0	0
5133	1	data unknown	308.685	0	0
5134	1	data unknown	5153.41	0	0
5135	1	data unknown	3199.26	0	0
5136	1	data unknown	4233.12	0	0
5137	1	data unknown	1962.96	0	0
5138	1	data unknown	2020.54	0	0
5139	1	data unknown	2305.52	0	0
5140	1	data unknown	279.564	0	0
5141	1	data unknown	2199.47	0	0
5142	1	data unknown	5394.67	0	0
5143	1	data unknown	8188.96	0	0
5144	1	data unknown	2831.38	0	0
5145	1	data unknown	71.7316	0	0
5146	1	data unknown	3329.96	0	0
5147	1	data unknown	618.179	0	0
5148	1	data unknown	401.978	0	0
5149	1	data unknown	7745.8	0	0
5150	1	data unknown	745.613	0	0
5151	1	data unknown	487.724	0	0
5152	1	data unknown	150.894	0	0
5153	1	data unknown	508.141	0	0
5154	1	data unknown	805.252	0	0
5155	1	data unknown	3034.93	0	0
5156	1	data unknown	269.669	0	0
5157	1	data unknown	2141.49	0	0
5158	1	data unknown	2266.16	0	0
5159	1	data unknown	946.838	0	0
5160	1	data unknown	699.234	0	0
5161	1	data unknown	4548.7	0	0
5162	1	data unknown	1762.66	0	0
5163	1	data unknown	2178.77	0	0
5164	1	data unknown	3748.35	0	0
5165	1	data unknown	647.087	0	0
5166	1	data unknown	331.787	0	0
5167	1	data unknown	1631.26	0	0
5168	1	data unknown	1954.5	0	0
5169	1	data unknown	936.363	0	0
5170	1	data unknown	2411.46	0	0
5171	1	data unknown	722.229	0	0
5172	1	data unknown	933.098	0	0
5173	1	data unknown	808.09	0	0
5174	1	data unknown	1347.19	0	0
5175	1	data unknown	1813.04	0	0
5176	1	data unknown	2204.66	0	0
5177	1	data unknown	3227.61	0	0
5178	1	data unknown	715.973	0	0
5179	1	data unknown	188.339	0	0
5180	1	data unknown	386.543	0	0
5181	1	data unknown	1582.11	0	0
5182	1	data unknown	2253.78	0	0
5183	1	data unknown	972.214	0	0
5184	1	data unknown	725.662	0	0
5185	1	data unknown	1777.41	0	0
5186	1	data unknown	2860.45	0	0
5187	1	data unknown	2784.32	0	0
5188	1	data unknown	2689.45	0	0
5189	1	data unknown	1027.08	0	0
5190	1	data unknown	4497.15	0	0
5191	1	data unknown	1100.37	0	0
5192	1	data unknown	2549.41	0	0
5193	1	data unknown	657.227	0	0
5194	1	data unknown	1646.61	0	0
5195	1	data unknown	1729.39	0	0
5196	1	data unknown	226.654	0	0
5197	1	data unknown	955.772	0	0
5198	1	data unknown	26.4664	0	0
5199	1	data unknown	1898.9	0	0
5200	1	data unknown	5166.96	0	0
5201	1	data unknown	625.542	0	0
5202	1	data unknown	528.45	0	0
5203	1	data unknown	359.337	0	0
5204	1	data unknown	786.064	0	0
5205	1	data unknown	201.027	0	0
5206	1	data unknown	123.573	0	0
5207	1	data unknown	2447.59	0	0
5208	1	data unknown	59.1125	0	0
5209	1	data unknown	1815.26	0	0
5210	1	data unknown	458.809	0	0
5211	1	data unknown	457.176	0	0
5212	1	data unknown	257.347	0	0
5213	1	data unknown	1853.94	0	0
5214	1	data unknown	493.263	0	0
5215	1	data unknown	6282.14	0	0
5216	1	data unknown	49.4843	0	0
5217	1	data unknown	1766.28	0	0
5218	1	data unknown	1735.99	0	0
5219	1	data unknown	517.944	0	0
5220	1	data unknown	5127	0	0
5221	1	data unknown	207.26	0	0
5222	1	data unknown	1369.92	0	0
5223	1	data unknown	866.959	0	0
5224	1	data unknown	4066.86	0	0
5225	1	data unknown	2129.39	0	0
5226	1	data unknown	445.984	0	0
5227	1	data unknown	3977.1	0	0
5228	1	data unknown	556.198	0	0
5229	1	data unknown	5723.61	0	0
5230	1	data unknown	2149.92	0	0
5231	1	data unknown	763.954	0	0
5232	1	data unknown	1278.5	0	0
5233	1	data unknown	3454.76	0	0
5234	1	data unknown	313.187	0	0
5235	1	data unknown	1621.62	0	0
5236	1	data unknown	654.869	0	0
5237	1	data unknown	893.356	0	0
5238	1	data unknown	585.373	0	0
5239	1	data unknown	428.856	0	0
5240	1	data unknown	3363.18	0	0
5241	1	data unknown	6012.43	0	0
5242	1	data unknown	3333.45	0	0
5243	1	data unknown	951.874	0	0
5244	1	data unknown	2437.42	0	0
5245	1	data unknown	771.469	0	0
5246	1	data unknown	1792.63	0	0
5247	1	data unknown	1306.43	0	0
5248	1	data unknown	756.683	0	0
5249	1	data unknown	233.078	0	0
5250	1	data unknown	30.3574	0	0
5251	1	data unknown	3268.52	0	0
5252	1	data unknown	1536.81	0	0
5253	1	data unknown	1155.91	0	0
5254	1	data unknown	556.374	0	0
5255	1	data unknown	499.901	0	0
5256	1	data unknown	4037.85	0	0
5257	1	data unknown	581.329	0	0
5258	1	data unknown	571.754	0	0
5259	1	data unknown	4030.92	0	0
5260	1	data unknown	384.682	0	0
5261	1	data unknown	5833.12	0	0
5262	1	data unknown	6269.09	0	0
5263	1	data unknown	740.273	0	0
5264	1	data unknown	3240.72	0	0
5265	1	data unknown	3230.72	0	0
5266	1	data unknown	167.603	0	0
5267	1	data unknown	1919.12	0	0
5268	1	data unknown	4814.39	0	0
5269	1	data unknown	1063.78	0	0
5270	1	data unknown	19.8593	0	0
5271	1	data unknown	1290.5	0	0
5272	1	data unknown	80.3909	0	0
5273	1	data unknown	248.604	0	0
5274	1	data unknown	3028.21	0	0
5275	1	data unknown	2074.96	0	0
5276	1	data unknown	4294.27	0	0
5277	1	data unknown	858.826	0	0
5278	1	data unknown	126.396	0	0
5279	1	data unknown	21.9269	0	0
5280	1	data unknown	830.994	0	0
5281	1	data unknown	1868.31	0	0
5282	1	data unknown	831.619	0	0
5283	1	data unknown	1754.27	0	0
5284	1	data unknown	658.928	0	0
5285	1	data unknown	360.42	0	0
5286	1	data unknown	621.223	0	0
5287	1	data unknown	3231.93	0	0
5288	1	data unknown	2215.61	0	0
5289	1	data unknown	3974.3	0	0
5290	1	data unknown	718.002	0	0
5291	1	data unknown	137.344	0	0
5292	1	data unknown	3323.32	0	0
5293	1	data unknown	1025	0	0
5294	1	data unknown	22.1405	0	0
5295	1	data unknown	2285.21	0	0
5296	1	data unknown	1592.92	0	0
5297	1	data unknown	2764.7	0	0
5298	1	data unknown	3010.57	0	0
5299	1	data unknown	6053.22	0	0
5300	1	data unknown	1930.16	0	0
5301	1	data unknown	3493.87	0	0
5302	1	data unknown	5530.09	0	0
5303	1	data unknown	6830.45	0	0
5304	1	data unknown	1548.05	0	0
5305	1	data unknown	883.644	0	0
5306	1	data unknown	1507.24	0	0
5307	1	data unknown	471.176	0	0
5308	1	data unknown	4331.98	0	0
5309	1	data unknown	183.472	0	0
5310	1	data unknown	8.74329	0	0
5311	1	data unknown	6182.08	0	0
5312	1	data unknown	87.6236	0	0
5313	1	data unknown	2092.2	0	0
5314	1	data unknown	668.777	0	0
5315	1	data unknown	1491.84	0	0
5316	1	data unknown	825.516	0	0
5317	1	data unknown	2131.97	0	0
5318	1	data unknown	2524.09	0	0
5319	1	data unknown	335.251	0	0
5320	1	data unknown	2261.95	0	0
5321	1	data unknown	2997.84	0	0
5322	1	data unknown	1593.65	0	0
5323	1	data unknown	5112.43	0	0
5324	1	data unknown	8269.62	0	0
5325	1	data unknown	546.036	0	0
5326	1	data unknown	5627.51	0	0
5327	1	data unknown	296.555	0	0
5328	1	data unknown	4745.99	0	0
5329	1	data unknown	2263.73	0	0
5330	1	data unknown	3988.55	0	0
5331	1	data unknown	709.015	0	0
5332	1	data unknown	2986.3	0	0
5333	1	data unknown	470.787	0	0
5334	1	data unknown	870.239	0	0
5335	1	data unknown	1385.11	0	0
5336	1	data unknown	690.903	0	0
5337	1	data unknown	1115.76	0	0
5338	1	data unknown	1141.71	0	0
5339	1	data unknown	14.2059	0	0
5340	1	data unknown	872.101	0	0
5341	1	data unknown	141.624	0	0
5342	1	data unknown	326.813	0	0
5343	1	data unknown	127.388	0	0
5344	1	data unknown	568.314	0	0
5345	1	data unknown	464.912	0	0
5346	1	data unknown	1471.09	0	0
5347	1	data unknown	1053.34	0	0
5348	1	data unknown	131.767	0	0
5349	1	data unknown	1150.82	0	0
5350	1	data unknown	546.57	0	0
5351	1	data unknown	7050.76	0	0
5352	1	data unknown	363.342	0	0
5353	1	data unknown	3515.84	0	0
5354	1	data unknown	1529.8	0	0
5355	1	data unknown	324.921	0	0
5356	1	data unknown	1300.72	0	0
5357	1	data unknown	1082.55	0	0
5358	1	data unknown	2899.04	0	0
5359	1	data unknown	215.279	0	0
5360	1	data unknown	5349.15	0	0
5361	1	data unknown	2275.03	0	0
5362	1	data unknown	983.33	0	0
5363	1	data unknown	475.998	0	0
5364	1	data unknown	1405.2	0	0
5365	1	data unknown	8797	0	0
5366	1	data unknown	2615.27	0	0
5367	1	data unknown	419.25	0	0
5368	1	data unknown	828.27	0	0
5369	1	data unknown	555.458	0	0
5370	1	data unknown	794.167	0	0
5371	1	data unknown	334.694	0	0
5372	1	data unknown	5283.65	0	0
5373	1	data unknown	744.331	0	0
5374	1	data unknown	3074.61	0	0
5375	1	data unknown	7764.18	0	0
5376	1	data unknown	1226.2	0	0
5377	1	data unknown	1076.07	0	0
5378	1	data unknown	4314	0	0
5379	1	data unknown	723.747	0	0
5380	1	data unknown	239.25	0	0
5381	1	data unknown	376.137	0	0
5382	1	data unknown	1085.02	0	0
5383	1	data unknown	993.279	0	0
5384	1	data unknown	3177.66	0	0
5385	1	data unknown	3103.14	0	0
5386	1	data unknown	1344.14	0	0
5387	1	data unknown	1494.48	0	0
5388	1	data unknown	2005.31	0	0
5389	1	data unknown	2184.19	0	0
5390	1	data unknown	1970.53	0	0
5391	1	data unknown	198.524	0	0
5392	1	data unknown	1751.43	0	0
5393	1	data unknown	1482.93	0	0
5394	1	data unknown	1260.92	0	0
5395	1	data unknown	612.503	0	0
5396	1	data unknown	2775.89	0	0
5397	1	data unknown	4034.97	0	0
5398	1	data unknown	540.833	0	0
5399	1	data unknown	394.363	0	0
5400	1	data unknown	1657.31	0	0
5401	1	data unknown	356.354	0	0
5402	1	data unknown	711.159	0	0
5403	1	data unknown	1556.96	0	0
5404	1	data unknown	1226.1	0	0
5405	1	data unknown	2009.52	0	0
5406	1	data unknown	703.514	0	0
5407	1	data unknown	1967.15	0	0
5408	1	data unknown	2405.74	0	0
5409	1	data unknown	17.0441	0	0
5410	1	data unknown	1042.94	0	0
5411	1	data unknown	4267.03	0	0
5412	1	data unknown	5768.72	0	0
5413	1	data unknown	1183.94	0	0
5414	1	data unknown	1809.38	0	0
5415	1	data unknown	4673.98	0	0
5416	1	data unknown	269.081	0	0
5417	1	data unknown	2547.91	0	0
5418	1	data unknown	6730.03	0	0
5419	1	data unknown	160.789	0	0
5420	1	data unknown	786.339	0	0
5421	1	data unknown	638.962	0	0
5422	1	data unknown	934.845	0	0
5423	1	data unknown	1266.26	0	0
5424	1	data unknown	372.742	0	0
5425	1	data unknown	449.272	0	0
5426	1	data unknown	2571.95	0	0
5427	1	data unknown	5324.13	0	0
5428	1	data unknown	335.785	0	0
5429	1	data unknown	5026.04	0	0
5430	1	data unknown	650.665	0	0
5431	1	data unknown	589.539	0	0
5432	1	data unknown	2164.77	0	0
5433	1	data unknown	2886.49	0	0
5434	1	data unknown	312.317	0	0
5435	1	data unknown	190.971	0	0
5436	1	data unknown	909.149	0	0
5437	1	data unknown	2725.57	0	0
5438	1	data unknown	418.282	0	0
5439	1	data unknown	409.195	0	0
5440	1	data unknown	2863.4	0	0
5441	1	data unknown	1902.92	0	0
5442	1	data unknown	1838.84	0	0
5443	1	data unknown	5019.44	0	0
5444	1	data unknown	67.1921	0	0
5445	1	data unknown	3349.71	0	0
5446	1	data unknown	10247.4	0	0
5447	1	data unknown	235.306	0	0
5448	1	data unknown	1218.57	0	0
5449	1	data unknown	2613.09	0	0
5450	1	data unknown	2087.34	0	0
5451	1	data unknown	1588.54	0	0
5452	1	data unknown	970.039	0	0
5453	1	data unknown	41.5344	0	0
5454	1	data unknown	6295.11	0	0
5455	1	data unknown	2.34222	0	0
5456	1	data unknown	1124.06	0	0
5457	1	data unknown	5690.53	0	0
5458	1	data unknown	191.963	0	0
5459	1	data unknown	107.796	0	0
5460	1	data unknown	272.629	0	0
5461	1	data unknown	2183.06	0	0
5462	1	data unknown	1562.68	0	0
5463	1	data unknown	4755.13	0	0
5464	1	data unknown	5397.17	0	0
5465	1	data unknown	390.938	0	0
5466	1	data unknown	2914.97	0	0
5467	1	data unknown	2898.52	0	0
5468	1	data unknown	224.861	0	0
5469	1	data unknown	0.205994	0	0
5470	1	data unknown	2413.78	0	0
5471	1	data unknown	1299.67	0	0
5472	1	data unknown	154.732	0	0
5473	1	data unknown	3563.05	0	0
5474	1	data unknown	7861.92	0	0
5475	1	data unknown	5160.42	0	0
5476	1	data unknown	1030.24	0	0
5477	1	data unknown	198.257	0	0
5478	1	data unknown	742.233	0	0
5479	1	data unknown	974.152	0	0
5480	1	data unknown	4448.37	0	0
5481	1	data unknown	254.486	0	0
5482	1	data unknown	10701.5	0	0
5483	1	data unknown	3606.22	0	0
5484	1	data unknown	2965.93	0	0
5485	1	data unknown	5697.63	0	0
5486	1	data unknown	915.588	0	0
5487	1	data unknown	344.276	0	0
5488	1	data unknown	7066.59	0	0
5489	1	data unknown	4455.25	0	0
5490	1	data unknown	1080.91	0	0
5491	1	data unknown	804.451	0	0
5492	1	data unknown	112.976	0	0
5493	1	data unknown	175.148	0	0
5494	1	data unknown	1964.73	0	0
5495	1	data unknown	2.00653	0	0
5496	1	data unknown	4928.33	0	0
5497	1	data unknown	586.815	0	0
5498	1	data unknown	1004.62	0	0
5499	1	data unknown	1008.16	0	0
5500	1	data unknown	853.889	0	0
5501	1	data unknown	463.753	0	0
5502	1	data unknown	561.485	0	0
5503	1	data unknown	2179.98	0	0
5504	1	data unknown	1529.82	0	0
5505	1	data unknown	1717.78	0	0
5506	1	data unknown	558.937	0	0
5507	1	data unknown	3076.43	0	0
5508	1	data unknown	3769.03	0	0
5509	1	data unknown	3117.97	0	0
5510	1	data unknown	1835.01	0	0
5511	1	data unknown	2964.58	0	0
5512	1	data unknown	4.73022	0	0
5513	1	data unknown	2291.78	0	0
5514	1	data unknown	2539.12	0	0
5515	1	data unknown	1017.49	0	0
5516	1	data unknown	6825.23	0	0
5517	1	data unknown	1905.55	0	0
5518	1	data unknown	3774.31	0	0
5519	1	data unknown	3154	0	0
5520	1	data unknown	2430.48	0	0
5521	1	data unknown	1163	0	0
5522	1	data unknown	462.158	0	0
5523	1	data unknown	403.206	0	0
5524	1	data unknown	6848.01	0	0
5525	1	data unknown	961.914	0	0
5526	1	data unknown	531.693	0	0
5527	1	data unknown	3676.29	0	0
5528	1	data unknown	3000.37	0	0
5529	1	data unknown	578.865	0	0
5530	1	data unknown	562.904	0	0
5531	1	data unknown	1180.93	0	0
5532	1	data unknown	295.677	0	0
5533	1	data unknown	3151.47	0	0
5534	1	data unknown	4307.37	0	0
5535	1	data unknown	1206.31	0	0
5536	1	data unknown	6852.09	0	0
5537	1	data unknown	255.302	0	0
5538	1	data unknown	304.924	0	0
5539	1	data unknown	3812.02	0	0
5540	1	data unknown	1343.63	0	0
5541	1	data unknown	4270.68	0	0
5542	1	data unknown	859.177	0	0
5543	1	data unknown	1502.86	0	0
5544	1	data unknown	2551	0	0
5545	1	data unknown	1283.24	0	0
5546	1	data unknown	2738.27	0	0
5547	1	data unknown	1203.87	0	0
5548	1	data unknown	1064.74	0	0
5549	1	data unknown	22.2549	0	0
5550	1	data unknown	1091.85	0	0
5551	1	data unknown	798.424	0	0
5552	1	data unknown	809.914	0	0
5553	1	data unknown	1862.59	0	0
5554	1	data unknown	1135.62	0	0
5555	1	data unknown	288.498	0	0
5556	1	data unknown	1348.14	0	0
5557	1	data unknown	237.831	0	0
5558	1	data unknown	1023.41	0	0
5559	1	data unknown	4643.82	0	0
5560	1	data unknown	839.63	0	0
5561	1	data unknown	2076.55	0	0
5562	1	data unknown	1967.93	0	0
5563	1	data unknown	1924.83	0	0
5564	1	data unknown	979.759	0	0
5565	1	data unknown	1128.49	0	0
5566	1	data unknown	2522.24	0	0
5567	1	data unknown	1781.22	0	0
5568	1	data unknown	253.952	0	0
5569	1	data unknown	636.673	0	0
5570	1	data unknown	407.501	0	0
5571	1	data unknown	2322.18	0	0
5572	1	data unknown	60.6918	0	0
5573	1	data unknown	485.756	0	0
5574	1	data unknown	7552.91	0	0
5575	1	data unknown	782.478	0	0
5576	1	data unknown	3482.02	0	0
5577	1	data unknown	228.203	0	0
5578	1	data unknown	584.61	0	0
5579	1	data unknown	853.508	0	0
5580	1	data unknown	7338.59	0	0
5581	1	data unknown	3914.41	0	0
5582	1	data unknown	5323.2	0	0
5583	1	data unknown	1001.17	0	0
5584	1	data unknown	2124.35	0	0
5585	1	data unknown	65.1855	0	0
5586	1	data unknown	2154.88	0	0
5587	1	data unknown	2607.4	0	0
5588	1	data unknown	796.288	0	0
5589	1	data unknown	3747.55	0	0
5590	1	data unknown	2815.56	0	0
5591	1	data unknown	1715.39	0	0
5592	1	data unknown	1045.01	0	0
5593	1	data unknown	646.179	0	0
5594	1	data unknown	1165.06	0	0
5595	1	data unknown	2188.13	0	0
5596	1	data unknown	1851.35	0	0
5597	1	data unknown	2646.6	0	0
5598	1	data unknown	1920.92	0	0
5599	1	data unknown	9494.74	0	0
5600	1	data unknown	1383.67	0	0
5601	1	data unknown	81.0394	0	0
5602	1	data unknown	512.291	0	0
5603	1	data unknown	3957.67	0	0
5604	1	data unknown	1598.45	0	0
5605	1	data unknown	840.416	0	0
5606	1	data unknown	1321.75	0	0
5607	1	data unknown	841.148	0	0
5608	1	data unknown	356.079	0	0
5609	1	data unknown	761.986	0	0
5610	1	data unknown	2647.74	0	0
5611	1	data unknown	325.127	0	0
5612	1	data unknown	4342.92	0	0
5613	1	data unknown	3637.03	0	0
5614	1	data unknown	1064.07	0	0
5615	1	data unknown	1266.46	0	0
5616	1	data unknown	1519.08	0	0
5617	1	data unknown	290.245	0	0
5618	1	data unknown	2980.92	0	0
5619	1	data unknown	1490.04	0	0
5620	1	data unknown	4849.21	0	0
5621	1	data unknown	990.372	0	0
5622	1	data unknown	1745.96	0	0
5623	1	data unknown	993.645	0	0
5624	1	data unknown	250.092	0	0
5625	1	data unknown	12470.4	0	0
5626	1	data unknown	615.288	0	0
5627	1	data unknown	867.233	0	0
5628	1	data unknown	265.755	0	0
5629	1	data unknown	3560.79	0	0
5630	1	data unknown	125.038	0	0
5631	1	data unknown	431.633	0	0
5632	1	data unknown	2448.48	0	0
5633	1	data unknown	4085.4	0	0
5634	1	data unknown	664.986	0	0
5635	1	data unknown	4557.56	0	0
5636	1	data unknown	5311.86	0	0
5637	1	data unknown	971.573	0	0
5638	1	data unknown	2330.13	0	0
5639	1	data unknown	2568.82	0	0
5640	1	data unknown	1321.11	0	0
5641	1	data unknown	1617.26	0	0
5642	1	data unknown	1178.29	0	0
5643	1	data unknown	3902.42	0	0
5644	1	data unknown	658.936	0	0
5645	1	data unknown	5846.95	0	0
5646	1	data unknown	25.4669	0	0
5647	1	data unknown	5896.34	0	0
5648	1	data unknown	3641.1	0	0
5649	1	data unknown	8250.91	0	0
5650	1	data unknown	1234.28	0	0
5651	1	data unknown	3590.49	0	0
5652	1	data unknown	2716.91	0	0
5653	1	data unknown	13.0081	0	0
5654	1	data unknown	1646.8	0	0
5655	1	data unknown	1013.28	0	0
5656	1	data unknown	5933.74	0	0
5657	1	data unknown	2083.24	0	0
5658	1	data unknown	3481.12	0	0
5659	1	data unknown	302.101	0	0
5660	1	data unknown	176.483	0	0
5661	1	data unknown	41.0538	0	0
5662	1	data unknown	800.446	0	0
5663	1	data unknown	4217.16	0	0
5664	1	data unknown	2423.56	0	0
5665	1	data unknown	3554.16	0	0
5666	1	data unknown	4357.94	0	0
5667	1	data unknown	1638.91	0	0
5668	1	data unknown	364.418	0	0
5669	1	data unknown	1562.39	0	0
5670	1	data unknown	1151.84	0	0
5671	1	data unknown	5179.01	0	0
5672	1	data unknown	1234.34	0	0
5673	1	data unknown	1128.69	0	0
5674	1	data unknown	734.207	0	0
5675	1	data unknown	1751.53	0	0
5676	1	data unknown	441.338	0	0
5677	1	data unknown	163.773	0	0
5678	1	data unknown	637.138	0	0
5679	1	data unknown	1946.01	0	0
5680	1	data unknown	9.30023	0	0
5681	1	data unknown	1189.06	0	0
5682	1	data unknown	4853.59	0	0
5683	1	data unknown	2160.06	0	0
5684	1	data unknown	33.6227	0	0
5685	1	data unknown	2416.85	0	0
5686	1	data unknown	224.67	0	0
5687	1	data unknown	883.171	0	0
5688	1	data unknown	3036.34	0	0
5689	1	data unknown	591.667	0	0
5690	1	data unknown	2085.36	0	0
5691	1	data unknown	1087.46	0	0
5692	1	data unknown	375.023	0	0
5693	1	data unknown	836.037	0	0
5694	1	data unknown	363.228	0	0
5695	1	data unknown	651.787	0	0
5696	1	data unknown	214.348	0	0
5697	1	data unknown	1394.01	0	0
5698	1	data unknown	2998.38	0	0
5699	1	data unknown	1365.52	0	0
5700	1	data unknown	821.129	0	0
5701	1	data unknown	2082.85	0	0
5702	1	data unknown	3373.59	0	0
5703	1	data unknown	1887.48	0	0
5704	1	data unknown	1670.43	0	0
5705	1	data unknown	435.745	0	0
5706	1	data unknown	469.978	0	0
5707	1	data unknown	579.147	0	0
5708	1	data unknown	2745.55	0	0
5709	1	data unknown	3021.88	0	0
5710	1	data unknown	843.468	0	0
5711	1	data unknown	5318.84	0	0
5712	1	data unknown	1199.04	0	0
5713	1	data unknown	266.258	0	0
5714	1	data unknown	435.799	0	0
5715	1	data unknown	2010.3	0	0
5716	1	data unknown	6955.49	0	0
5717	1	data unknown	3294.64	0	0
5718	1	data unknown	1846.95	0	0
5719	1	data unknown	1066.75	0	0
5720	1	data unknown	2219.57	0	0
5721	1	data unknown	5047.04	0	0
5722	1	data unknown	4363.38	0	0
5723	1	data unknown	1507.09	0	0
5724	1	data unknown	687.675	0	0
5725	1	data unknown	283.623	0	0
5726	1	data unknown	3708.86	0	0
5727	1	data unknown	2038.6	0	0
5728	1	data unknown	1227.17	0	0
5729	1	data unknown	313.889	0	0
5730	1	data unknown	442.024	0	0
5731	1	data unknown	1723.7	0	0
5732	1	data unknown	520.485	0	0
5733	1	data unknown	240.707	0	0
5734	1	data unknown	2783.23	0	0
5735	1	data unknown	1337.83	0	0
5736	1	data unknown	3398.96	0	0
5737	1	data unknown	805.061	0	0
5738	1	data unknown	3100.61	0	0
5739	1	data unknown	3722.53	0	0
5740	1	data unknown	2400.04	0	0
5741	1	data unknown	3870.75	0	0
5742	1	data unknown	781.006	0	0
5743	1	data unknown	7162.78	0	0
5744	1	data unknown	2007.66	0	0
5745	1	data unknown	19.6686	0	0
5746	1	data unknown	1893.07	0	0
5747	1	data unknown	722.855	0	0
5748	1	data unknown	4223.44	0	0
5749	1	data unknown	1209.14	0	0
5750	1	data unknown	346.161	0	0
5751	1	data unknown	1086.99	0	0
5752	1	data unknown	1710.14	0	0
5753	1	data unknown	1892.87	0	0
5754	1	data unknown	3994.84	0	0
5755	1	data unknown	812.447	0	0
5756	1	data unknown	304.665	0	0
5757	1	data unknown	5.98907	0	0
5758	1	data unknown	392.548	0	0
5759	1	data unknown	1023.69	0	0
5760	1	data unknown	1107.41	0	0
5761	1	data unknown	556.19	0	0
5762	1	data unknown	4022.99	0	0
5763	1	data unknown	5449.49	0	0
5764	1	data unknown	1811.25	0	0
5765	1	data unknown	77.4384	0	0
5766	1	data unknown	250.092	0	0
5767	1	data unknown	293.892	0	0
5768	1	data unknown	886.215	0	0
5769	1	data unknown	2938.48	0	0
5770	1	data unknown	1066.55	0	0
5771	1	data unknown	1502.62	0	0
5772	1	data unknown	30.9982	0	0
5773	1	data unknown	5576.58	0	0
5774	1	data unknown	1054.44	0	0
5775	1	data unknown	1430.5	0	0
5776	1	data unknown	21.0648	0	0
5777	1	data unknown	2635.64	0	0
5778	1	data unknown	328.468	0	0
5779	1	data unknown	340.584	0	0
5780	1	data unknown	2014.8	0	0
5781	1	data unknown	918.427	0	0
5782	1	data unknown	324.104	0	0
5783	1	data unknown	2953.63	0	0
5784	1	data unknown	194.168	0	0
5785	1	data unknown	2013.63	0	0
5786	1	data unknown	473.549	0	0
5787	1	data unknown	1784.69	0	0
5788	1	data unknown	1404.6	0	0
5789	1	data unknown	312.63	0	0
5790	1	data unknown	195.114	0	0
5791	1	data unknown	700.554	0	0
5792	1	data unknown	95.9091	0	0
5793	1	data unknown	1434.53	0	0
5794	1	data unknown	1840.77	0	0
5795	1	data unknown	4048.25	0	0
5796	1	data unknown	5713.52	0	0
5797	1	data unknown	1756.48	0	0
5798	1	data unknown	1320.96	0	0
5799	1	data unknown	1843.83	0	0
5800	1	data unknown	14563.2	0	0
5801	1	data unknown	174.881	0	0
5802	1	data unknown	1690.42	0	0
5803	1	data unknown	3891.12	0	0
5804	1	data unknown	407.784	0	0
5805	1	data unknown	504.539	0	0
5806	1	data unknown	3006.45	0	0
5807	1	data unknown	1876.89	0	0
5808	1	data unknown	2035.39	0	0
5809	1	data unknown	3925.1	0	0
5810	1	data unknown	38.2309	0	0
5811	1	data unknown	5631.26	0	0
5812	1	data unknown	4442.8	0	0
5813	1	data unknown	699.799	0	0
5814	1	data unknown	2851.54	0	0
5815	1	data unknown	764.839	0	0
5816	1	data unknown	7258.02	0	0
5817	1	data unknown	268.738	0	0
5818	1	data unknown	1461.14	0	0
5819	1	data unknown	439.613	0	0
5820	1	data unknown	716.042	0	0
5821	1	data unknown	848.572	0	0
5822	1	data unknown	4717.54	0	0
5823	1	data unknown	5098.27	0	0
5824	1	data unknown	798.218	0	0
5825	1	data unknown	1739.3	0	0
5826	1	data unknown	340.553	0	0
5827	1	data unknown	1228.29	0	0
5828	1	data unknown	1070.26	0	0
5829	1	data unknown	571.655	0	0
5830	1	data unknown	10959.6	0	0
5831	1	data unknown	334.244	0	0
5832	1	data unknown	3125.84	0	0
5833	1	data unknown	42.1295	0	0
5834	1	data unknown	730.957	0	0
5835	1	data unknown	10.0861	0	0
5836	1	data unknown	2680.13	0	0
5837	1	data unknown	1594.43	0	0
5838	1	data unknown	1338.29	0	0
5839	1	data unknown	1314.34	0	0
5840	1	data unknown	1384.96	0	0
5841	1	data unknown	408.211	0	0
5842	1	data unknown	5250.43	0	0
5843	1	data unknown	820.557	0	0
5844	1	data unknown	4962.65	0	0
5845	1	data unknown	4842.57	0	0
5846	1	data unknown	2219.37	0	0
5847	1	data unknown	2554.99	0	0
5848	1	data unknown	306.923	0	0
5849	1	data unknown	338.12	0	0
5850	1	data unknown	9753.99	0	0
5851	1	data unknown	1063.33	0	0
5852	1	data unknown	857.697	0	0
5853	1	data unknown	2796.05	0	0
5854	1	data unknown	100.945	0	0
5855	1	data unknown	210.541	0	0
5856	1	data unknown	613.365	0	0
5857	1	data unknown	948.372	0	0
5858	1	data unknown	494.186	0	0
5859	1	data unknown	319.649	0	0
5860	1	data unknown	79.9561	0	0
5861	1	data unknown	506.332	0	0
5862	1	data unknown	1157.2	0	0
5863	1	data unknown	162.102	0	0
5864	1	data unknown	252.426	0	0
5865	1	data unknown	394.073	0	0
5866	1	data unknown	3585	0	0
5867	1	data unknown	1663.57	0	0
5868	1	data unknown	783.6	0	0
5869	1	data unknown	29.0909	0	0
5870	1	data unknown	403.77	0	0
5871	1	data unknown	919.09	0	0
5872	1	data unknown	3652.02	0	0
5873	1	data unknown	292.107	0	0
5874	1	data unknown	518.478	0	0
5875	1	data unknown	68.0771	0	0
